date,mvrv,mvrv_minus_1,btc_price_usd,realized_price_usd
2015-04-07,0.86,-0.14,254.39,296.81
2015-04-08,0.83,-0.17,244.85,296.65
2015-04-09,0.82,-0.18,243.23,296.36
2015-04-10,0.79,-0.21,234.77,295.57
2015-04-11,0.8,-0.2,236.9,295.48
2015-04-12,0.8,-0.2,236.03,295.29
2015-04-13,0.76,-0.24,223.78,294.84
2015-04-14,0.74,-0.26,218.23,294.53
2015-04-15,0.76,-0.24,223.06,293.64
2015-04-16,0.78,-0.22,228.55,293.54
2015-04-17,0.76,-0.24,222.79,293.33
2015-04-18,0.76,-0.24,223.64,293.26
2015-04-19,0.76,-0.24,223.24,293.19
2015-04-20,0.77,-0.23,224.49,293.01
2015-04-21,0.8,-0.2,233.95,292.88
2015-04-22,0.8,-0.2,234.18,292.8
2015-04-23,0.8,-0.2,235.51,292.82
2015-04-24,0.79,-0.21,231.52,292.69
2015-04-25,0.77,-0.23,226.07,292.57
2015-04-26,0.75,-0.25,219.09,292.39
2015-04-27,0.78,-0.22,228.29,292.25
2015-04-28,0.77,-0.23,225.22,292.13
2015-04-29,0.77,-0.23,225.32,292.03
2015-04-30,0.81,-0.19,236.05,292.06
2015-05-01,0.8,-0.2,233.07,291.97
2015-05-02,0.81,-0.19,235.49,291.93
2015-05-03,0.82,-0.18,240.17,291.96
2015-05-04,0.82,-0.18,239.06,291.91
2015-05-05,0.81,-0.19,236.03,291.77
2015-05-06,0.79,-0.21,229.94,291.66
2015-05-07,0.82,-0.18,237.87,291.59
2015-05-08,0.84,-0.16,243.64,291.6
2015-05-09,0.83,-0.17,241.36,291.57
2015-05-10,0.82,-0.18,239.97,291.52
2015-05-11,0.83,-0.17,242.31,291.24
2015-05-12,0.83,-0.17,241.82,291.13
2015-05-13,0.81,-0.19,236.37,291.01
2015-05-14,0.81,-0.19,236.99,290.89
2015-05-15,0.82,-0.18,237.09,290.82
2015-05-16,0.81,-0.19,236.08,290.75
2015-05-17,0.81,-0.19,236.32,290.71
2015-05-18,0.8,-0.2,232.69,290.57
2015-05-19,0.8,-0.2,232.01,290.46
2015-05-20,0.81,-0.19,233.99,290.41
2015-05-21,0.81,-0.19,235.48,290.36
2015-05-22,0.83,-0.17,240.55,290.31
2015-05-23,0.82,-0.18,238.76,290.21
2015-05-24,0.83,-0.17,241.21,290.2
2015-05-25,0.82,-0.18,237.66,290.04
2015-05-26,0.82,-0.18,237.45,289.95
2015-05-27,0.82,-0.18,237.37,289.81
2015-05-28,0.82,-0.18,237.07,289.64
2015-05-29,0.82,-0.18,236.91,289.59
2015-05-30,0.81,-0.19,233.03,288.71
2015-05-31,0.8,-0.2,229.8,288.53
2015-06-01,0.77,-0.23,223.14,288.18
2015-06-02,0.78,-0.22,225.48,287.96
2015-06-03,0.78,-0.22,225.42,287.81
2015-06-04,0.78,-0.22,224.0,287.66
2015-06-05,0.78,-0.22,224.78,287.58
2015-06-06,0.78,-0.22,225.21,287.53
2015-06-07,0.78,-0.22,223.51,287.29
2015-06-08,0.8,-0.2,228.72,287.26
2015-06-09,0.8,-0.2,229.61,287.22
2015-06-10,0.8,-0.2,229.25,287.07
2015-06-11,0.8,-0.2,229.79,286.94
2015-06-12,0.8,-0.2,230.25,286.92
2015-06-13,0.81,-0.19,232.39,286.78
2015-06-14,0.82,-0.18,233.83,286.71
2015-06-15,0.83,-0.17,237.09,286.69
2015-06-16,0.87,-0.13,249.72,286.89
2015-06-17,0.86,-0.14,247.71,286.85
2015-06-18,0.87,-0.13,248.73,286.86
2015-06-19,0.86,-0.14,245.22,286.77
2015-06-20,0.85,-0.15,244.95,286.78
2015-06-21,0.85,-0.15,244.2,286.79
2015-06-22,0.86,-0.14,247.5,286.8
2015-06-23,0.85,-0.15,243.78,286.72
2015-06-24,0.84,-0.16,240.54,286.57
2015-06-25,0.85,-0.15,242.54,286.48
2015-06-26,0.85,-0.15,243.14,286.42
2015-06-27,0.88,-0.12,250.94,286.47
2015-06-28,0.87,-0.13,249.0,286.47
2015-06-29,0.9,-0.1,257.06,286.55
2015-06-30,0.92,-0.08,263.99,286.75
2015-07-01,0.9,-0.1,257.37,286.72
2015-07-02,0.89,-0.11,255.05,286.63
2015-07-03,0.89,-0.11,255.77,286.2
2015-07-04,0.91,-0.09,260.4,286.23
2015-07-05,0.94,-0.06,269.82,286.23
2015-07-06,0.94,-0.06,269.78,286.31
2015-07-07,0.93,-0.07,266.5,286.41
2015-07-08,0.94,-0.06,269.47,286.45
2015-07-09,0.94,-0.06,268.32,286.19
2015-07-10,1.0,0.0,285.21,286.45
2015-07-11,1.02,0.02,292.11,286.57
2015-07-12,1.08,0.08,310.71,287.02
2015-07-13,1.01,0.01,290.35,286.95
2015-07-14,1.0,0.0,287.18,286.95
2015-07-15,0.99,-0.01,283.37,286.92
2015-07-16,0.96,-0.04,276.31,286.82
2015-07-17,0.97,-0.03,278.66,286.84
2015-07-18,0.96,-0.04,275.77,286.75
2015-07-19,0.95,-0.05,273.52,286.71
2015-07-20,0.97,-0.03,277.47,286.49
2015-07-21,0.96,-0.04,274.98,286.41
2015-07-22,0.97,-0.03,276.94,286.4
2015-07-23,0.96,-0.04,275.12,286.42
2015-07-24,1.01,0.01,289.06,286.58
2015-07-25,1.01,0.01,289.79,286.69
2015-07-26,1.02,0.02,292.31,286.76
2015-07-27,1.02,0.02,293.73,286.83
2015-07-28,1.03,0.03,294.57,286.88
2015-07-29,1.01,0.01,288.44,286.79
2015-07-30,1.0,0.0,287.37,286.71
2015-07-31,0.99,-0.01,284.28,286.75
2015-08-01,0.98,-0.02,280.96,286.71
2015-08-02,0.98,-0.02,281.66,286.71
2015-08-03,0.98,-0.02,281.36,286.69
2015-08-04,0.99,-0.01,284.31,286.58
2015-08-05,0.98,-0.02,282.02,286.54
2015-08-06,0.97,-0.03,278.53,286.5
2015-08-07,0.97,-0.03,276.93,286.44
2015-08-08,0.91,-0.09,259.24,286.3
2015-08-09,0.93,-0.07,263.93,284.92
2015-08-10,0.93,-0.07,263.77,284.81
2015-08-11,0.95,-0.05,269.28,284.81
2015-08-12,0.94,-0.06,266.37,284.75
2015-08-13,0.92,-0.08,262.55,284.64
2015-08-14,0.93,-0.07,265.24,284.56
2015-08-15,0.92,-0.08,260.69,284.41
2015-08-16,0.91,-0.09,257.52,284.18
2015-08-17,0.91,-0.09,257.35,284.06
2015-08-18,0.87,-0.13,246.83,283.77
2015-08-19,0.8,-0.2,225.87,283.07
2015-08-20,0.83,-0.17,234.67,282.74
2015-08-21,0.82,-0.18,232.67,282.44
2015-08-22,0.81,-0.19,229.47,282.23
2015-08-23,0.8,-0.2,226.89,282.18
2015-08-24,0.75,-0.25,211.58,281.42
2015-08-25,0.79,-0.21,220.36,279.95
2015-08-26,0.81,-0.19,225.19,279.36
2015-08-27,0.79,-0.21,221.97,279.23
2015-08-28,0.83,-0.17,231.67,279.28
2015-08-29,0.82,-0.18,228.6,279.13
2015-08-30,0.82,-0.18,228.05,279.08
2015-08-31,0.82,-0.18,229.13,279.01
2015-09-01,0.81,-0.19,226.84,278.89
2015-09-02,0.82,-0.18,228.67,278.78
2015-09-03,0.81,-0.19,226.25,278.54
2015-09-04,0.83,-0.17,230.66,278.5
2015-09-05,0.84,-0.16,232.94,278.47
2015-09-06,0.86,-0.14,240.28,278.49
2015-09-07,0.86,-0.14,239.57,278.49
2015-09-08,0.87,-0.13,243.32,278.53
2015-09-09,0.85,-0.15,237.24,278.45
2015-09-10,0.86,-0.14,238.21,278.24
2015-09-11,0.86,-0.14,240.18,278.21
2015-09-12,0.85,-0.15,235.63,278.14
2015-09-13,0.83,-0.17,230.03,278.03
2015-09-14,0.83,-0.17,230.21,277.9
2015-09-15,0.83,-0.17,230.07,277.81
2015-09-16,0.82,-0.18,228.82,277.73
2015-09-17,0.84,-0.16,232.92,277.71
2015-09-18,0.84,-0.16,232.49,277.67
2015-09-19,0.83,-0.17,231.32,277.6
2015-09-20,0.83,-0.17,231.13,277.54
2015-09-21,0.82,-0.18,226.63,277.5
2015-09-22,0.83,-0.17,229.62,277.44
2015-09-23,0.83,-0.17,230.17,277.17
2015-09-24,0.85,-0.15,234.85,277.19
2015-09-25,0.85,-0.15,235.47,277.15
2015-09-26,0.85,-0.15,234.48,277.11
2015-09-27,0.84,-0.16,233.03,277.07
2015-09-28,0.86,-0.14,238.98,277.01
2015-09-29,0.86,-0.14,236.89,276.97
2015-09-30,0.85,-0.15,235.71,276.92
2015-10-01,0.86,-0.14,237.05,276.83
2015-10-02,0.85,-0.15,236.45,276.82
2015-10-03,0.86,-0.14,238.57,276.83
2015-10-04,0.86,-0.14,238.75,276.79
2015-10-05,0.87,-0.13,239.71,276.78
2015-10-06,0.89,-0.11,245.92,276.83
2015-10-07,0.88,-0.12,242.94,276.63
2015-10-08,0.88,-0.12,242.58,276.51
2015-10-09,0.88,-0.12,244.42,276.53
2015-10-10,0.89,-0.11,245.48,276.5
2015-10-11,0.9,-0.1,247.78,276.49
2015-10-12,0.89,-0.11,245.76,276.15
2015-10-13,0.9,-0.1,249.47,276.21
2015-10-14,0.91,-0.09,252.2,276.02
2015-10-15,0.92,-0.08,254.46,276.06
2015-10-16,0.95,-0.05,262.89,276.23
2015-10-17,0.98,-0.02,269.78,276.4
2015-10-18,0.95,-0.05,261.47,276.38
2015-10-19,0.95,-0.05,263.72,276.4
2015-10-20,0.98,-0.02,270.02,276.64
2015-10-21,0.97,-0.03,267.1,276.65
2015-10-22,0.99,-0.01,274.97,276.78
2015-10-23,1.0,0.0,276.38,276.91
2015-10-24,1.02,0.02,282.72,277.08
2015-10-25,1.03,0.03,286.74,277.3
2015-10-26,1.03,0.03,284.62,277.38
2015-10-27,1.06,0.06,295.01,277.75
2015-10-28,1.09,0.09,304.07,278.23
2015-10-29,1.12,0.12,312.67,278.85
2015-10-30,1.17,0.17,327.6,279.91
2015-10-31,1.11,0.11,311.68,280.08
2015-11-01,1.16,0.16,325.84,280.61
2015-11-02,1.28,0.28,360.87,281.93
2015-11-03,1.39,0.39,395.57,283.92
2015-11-04,1.4,0.4,400.34,285.95
2015-11-05,1.33,0.33,383.01,287.05
2015-11-06,1.29,0.29,370.22,287.08
2015-11-07,1.34,0.34,385.12,287.86
2015-11-08,1.29,0.29,371.38,287.79
2015-11-09,1.32,0.32,380.33,288.4
2015-11-10,1.17,0.17,336.94,287.29
2015-11-11,1.06,0.06,304.24,286.26
2015-11-12,1.17,0.17,334.11,286.54
2015-11-13,1.16,0.16,333.87,286.72
2015-11-14,1.16,0.16,331.76,286.75
2015-11-15,1.11,0.11,317.77,286.52
2015-11-16,1.15,0.15,330.36,286.59
2015-11-17,1.16,0.16,333.83,287.04
2015-11-18,1.17,0.17,335.59,287.16
2015-11-19,1.13,0.13,325.19,287.04
2015-11-20,1.12,0.12,321.13,286.96
2015-11-21,1.13,0.13,324.65,286.98
2015-11-22,1.13,0.13,323.06,287.06
2015-11-23,1.12,0.12,322.44,287.02
2015-11-24,1.11,0.11,318.38,286.96
2015-11-25,1.14,0.14,327.5,287.06
2015-11-26,1.23,0.23,353.61,287.58
2015-11-27,1.25,0.25,359.71,287.99
2015-11-28,1.24,0.24,355.85,288.08
2015-11-29,1.29,0.29,371.03,288.39
2015-11-30,1.31,0.31,378.03,289.03
2015-12-01,1.25,0.25,362.03,288.98
2015-12-02,1.25,0.25,360.27,289.07
2015-12-03,1.25,0.25,360.36,289.12
2015-12-04,1.25,0.25,361.79,289.27
2015-12-05,1.33,0.33,386.13,289.81
2015-12-06,1.36,0.36,393.71,290.41
2015-12-07,1.36,0.36,394.75,290.9
2015-12-08,1.41,0.41,410.4,291.59
2015-12-09,1.42,0.42,416.54,292.79
2015-12-10,1.42,0.42,415.87,293.21
2015-12-11,1.53,0.53,450.33,294.44
2015-12-12,1.47,0.47,433.12,294.72
2015-12-13,1.47,0.47,434.93,295.0
2015-12-14,1.49,0.49,442.32,295.95
2015-12-15,1.56,0.56,463.6,297.02
2015-12-16,1.53,0.53,453.39,297.27
2015-12-17,1.52,0.52,453.38,297.66
2015-12-18,1.56,0.56,463.87,298.16
2015-12-19,1.55,0.55,462.02,298.83
2015-12-20,1.48,0.48,442.07,298.84
2015-12-21,1.46,0.46,437.54,298.89
2015-12-22,1.46,0.46,436.5,299.09
2015-12-23,1.48,0.48,442.41,299.45
2015-12-24,1.51,0.51,452.79,299.96
2015-12-25,1.51,0.51,454.24,300.51
2015-12-26,1.39,0.39,415.81,300.12
2015-12-27,1.41,0.41,422.37,300.17
2015-12-28,1.41,0.41,421.87,300.17
2015-12-29,1.44,0.44,432.09,300.35
2015-12-30,1.42,0.42,427.32,300.41
2015-12-31,1.43,0.43,430.08,300.69
2016-01-01,1.44,0.44,434.25,300.86
2016-01-02,1.44,0.44,433.48,300.93
2016-01-03,1.43,0.43,431.08,301.11
2016-01-04,1.44,0.44,433.33,301.3
2016-01-05,1.43,0.43,431.36,301.43
2016-01-06,1.43,0.43,430.71,301.56
2016-01-07,1.51,0.51,457.62,302.78
2016-01-08,1.49,0.49,452.84,303.1
2016-01-09,1.48,0.48,449.11,303.22
2016-01-10,1.47,0.47,446.52,303.79
2016-01-11,1.47,0.47,447.74,304.17
2016-01-12,1.46,0.46,445.18,304.42
2016-01-13,1.42,0.42,432.22,304.3
2016-01-14,1.41,0.41,429.22,304.28
2016-01-15,1.23,0.23,372.18,303.28
2016-01-16,1.27,0.27,385.18,303.3
2016-01-17,1.26,0.26,382.34,303.25
2016-01-18,1.27,0.27,384.28,303.1
2016-01-19,1.25,0.25,378.84,303.0
2016-01-20,1.36,0.36,414.0,303.6
2016-01-21,1.35,0.35,410.2,303.67
2016-01-22,1.27,0.27,382.14,302.05
2016-01-23,1.29,0.29,388.55,302.04
2016-01-24,1.33,0.33,402.29,302.32
2016-01-25,1.3,0.3,392.75,302.47
2016-01-26,1.29,0.29,389.67,302.48
2016-01-27,1.31,0.31,395.08,302.61
2016-01-28,1.26,0.26,379.87,302.22
2016-01-29,1.26,0.26,380.12,301.9
2016-01-30,1.25,0.25,377.85,302.0
2016-01-31,1.22,0.22,369.67,301.88
2016-02-01,1.23,0.23,371.71,301.27
2016-02-02,1.24,0.24,373.58,301.19
2016-02-03,1.22,0.22,367.98,300.95
2016-02-04,1.3,0.3,390.59,301.38
2016-02-05,1.28,0.28,386.18,301.35
2016-02-06,1.25,0.25,376.62,301.21
2016-02-07,1.25,0.25,377.87,301.25
2016-02-08,1.24,0.24,372.24,301.09
2016-02-09,1.25,0.25,375.4,300.97
2016-02-10,1.27,0.27,381.02,301.13
2016-02-11,1.26,0.26,379.23,301.19
2016-02-12,1.27,0.27,383.45,301.3
2016-02-13,1.29,0.29,390.02,301.44
2016-02-14,1.34,0.34,405.9,301.82
2016-02-15,1.33,0.33,400.46,301.92
2016-02-16,1.34,0.34,406.19,302.37
2016-02-17,1.38,0.38,417.51,303.07
2016-02-18,1.39,0.39,420.99,303.32
2016-02-19,1.38,0.38,420.25,303.74
2016-02-20,1.44,0.44,439.52,304.3
2016-02-21,1.44,0.44,437.62,304.5
2016-02-22,1.44,0.44,437.56,304.76
2016-02-23,1.38,0.38,420.27,304.66
2016-02-24,1.39,0.39,422.6,304.87
2016-02-25,1.39,0.39,423.42,304.98
2016-02-26,1.4,0.4,427.25,305.17
2016-02-27,1.41,0.41,431.86,305.35
2016-02-28,1.42,0.42,432.55,305.66
2016-02-29,1.42,0.42,436.14,306.27
2016-03-01,1.41,0.41,433.06,306.94
2016-03-02,1.38,0.38,425.06,307.0
2016-03-03,1.37,0.37,419.44,307.11
2016-03-04,1.33,0.33,409.24,306.96
2016-03-05,1.3,0.3,399.33,307.01
2016-03-06,1.32,0.32,405.92,307.11
2016-03-07,1.35,0.35,414.88,307.42
2016-03-08,1.34,0.34,411.98,307.43
2016-03-09,1.34,0.34,412.75,307.31
2016-03-10,1.35,0.35,415.65,307.47
2016-03-11,1.36,0.36,419.05,307.61
2016-03-12,1.33,0.33,410.31,307.6
2016-03-13,1.34,0.34,412.43,307.7
2016-03-14,1.35,0.35,414.17,307.85
2016-03-15,1.35,0.35,414.81,307.95
2016-03-16,1.35,0.35,415.74,308.1
2016-03-17,1.36,0.36,418.2,308.27
2016-03-18,1.32,0.32,408.24,308.24
2016-03-19,1.32,0.32,407.86,308.21
2016-03-20,1.34,0.34,411.68,308.24
2016-03-21,1.33,0.33,411.08,308.4
2016-03-22,1.35,0.35,415.99,308.64
2016-03-23,1.35,0.35,416.82,308.74
2016-03-24,1.34,0.34,414.36,308.83
2016-03-25,1.34,0.34,415.53,309.07
2016-03-26,1.35,0.35,416.52,309.23
2016-03-27,1.37,0.37,424.71,309.5
2016-03-28,1.36,0.36,422.14,309.71
2016-03-29,1.34,0.34,414.99,309.72
2016-03-30,1.33,0.33,412.06,309.76
2016-03-31,1.34,0.34,415.51,309.92
2016-04-01,1.34,0.34,416.24,310.02
2016-04-02,1.35,0.35,419.56,310.15
2016-04-03,1.35,0.35,419.31,310.24
2016-04-04,1.35,0.35,419.21,310.33
2016-04-05,1.36,0.36,422.21,310.51
2016-04-06,1.36,0.36,421.59,310.81
2016-04-07,1.35,0.35,420.09,311.49
2016-04-08,1.34,0.34,417.43,311.48
2016-04-09,1.34,0.34,418.26,311.52
2016-04-10,1.35,0.35,420.87,311.92
2016-04-11,1.35,0.35,422.0,312.05
2016-04-12,1.36,0.36,423.22,312.26
2016-04-13,1.36,0.36,423.84,312.35
2016-04-14,1.36,0.36,424.93,312.45
2016-04-15,1.37,0.37,429.23,312.63
2016-04-16,1.37,0.37,429.51,312.75
2016-04-17,1.36,0.36,426.19,312.76
2016-04-18,1.37,0.37,428.45,312.87
2016-04-19,1.39,0.39,435.12,313.11
2016-04-20,1.41,0.41,441.42,313.41
2016-04-21,1.44,0.44,450.82,313.82
2016-04-22,1.41,0.41,443.76,314.02
2016-04-23,1.43,0.43,449.17,314.2
2016-04-24,1.44,0.44,453.1,314.56
2016-04-25,1.47,0.47,462.32,315.27
2016-04-26,1.48,0.48,466.57,315.79
2016-04-27,1.42,0.42,446.99,315.66
2016-04-28,1.42,0.42,448.87,315.87
2016-04-29,1.44,0.44,455.36,316.14
2016-04-30,1.42,0.42,448.23,316.17
2016-05-01,1.43,0.43,453.08,316.51
2016-05-02,1.4,0.4,444.45,316.53
2016-05-03,1.42,0.42,449.88,316.66
2016-05-04,1.41,0.41,446.62,316.76
2016-05-05,1.41,0.41,448.34,316.88
2016-05-06,1.45,0.45,459.45,317.36
2016-05-07,1.45,0.45,459.16,317.49
2016-05-08,1.44,0.44,457.34,317.61
2016-05-09,1.45,0.45,460.31,317.81
2016-05-10,1.41,0.41,448.85,317.86
2016-05-11,1.42,0.42,451.91,318.07
2016-05-12,1.43,0.43,454.61,318.26
2016-05-13,1.43,0.43,455.69,318.38
2016-05-14,1.43,0.43,456.75,318.61
2016-05-15,1.44,0.44,458.97,318.73
2016-05-16,1.43,0.43,455.37,318.75
2016-05-17,1.42,0.42,453.35,319.84
2016-05-18,1.42,0.42,453.98,319.99
2016-05-19,1.38,0.38,442.08,320.0
2016-05-20,1.38,0.38,441.87,320.18
2016-05-21,1.39,0.39,443.95,320.27
2016-05-22,1.37,0.37,439.01,320.28
2016-05-23,1.39,0.39,443.95,320.48
2016-05-24,1.39,0.39,445.92,320.6
2016-05-25,1.4,0.4,450.2,320.88
2016-05-26,1.41,0.41,453.86,321.12
2016-05-27,1.46,0.46,472.1,322.41
2016-05-28,1.62,0.62,526.68,324.16
2016-05-29,1.59,0.59,515.67,324.91
2016-05-30,1.63,0.63,531.64,326.06
2016-05-31,1.62,0.62,527.84,326.81
2016-06-01,1.64,0.64,537.86,327.65
2016-06-02,1.63,0.63,536.44,328.65
2016-06-03,1.72,0.72,568.07,329.65
2016-06-04,1.73,0.73,572.89,330.3
2016-06-05,1.74,0.74,575.93,330.95
2016-06-06,1.76,0.76,584.69,331.98
2016-06-07,1.74,0.74,577.67,332.48
2016-06-08,1.74,0.74,581.14,333.18
2016-06-09,1.73,0.73,575.97,333.64
2016-06-10,1.73,0.73,578.89,334.25
2016-06-11,1.76,0.76,590.58,334.88
2016-06-12,1.98,0.98,667.25,337.78
2016-06-13,2.05,1.05,699.76,341.97
2016-06-14,2.0,1.0,685.33,343.17
2016-06-15,2.01,1.01,692.69,345.13
2016-06-16,2.18,1.18,762.17,350.31
2016-06-17,2.13,1.13,749.64,351.96
2016-06-18,2.14,1.14,756.22,353.24
2016-06-19,2.16,1.16,763.9,354.23
2016-06-20,2.07,1.07,734.39,354.89
2016-06-21,1.88,0.88,668.46,354.95
2016-06-22,1.67,0.67,590.27,352.88
2016-06-23,1.76,0.76,622.24,353.39
2016-06-24,1.84,0.84,653.4,354.17
2016-06-25,1.88,0.88,665.92,355.02
2016-06-26,1.77,0.77,627.7,354.63
2016-06-27,1.82,0.82,646.25,355.29
2016-06-28,1.82,0.82,646.13,355.58
2016-06-29,1.79,0.79,637.21,355.6
2016-06-30,1.88,0.88,669.78,356.86
2016-07-01,1.88,0.88,671.24,357.38
2016-07-02,1.95,0.95,697.48,358.19
2016-07-03,1.85,0.85,662.72,358.24
2016-07-04,1.89,0.89,676.45,358.76
2016-07-05,1.85,0.85,665.32,359.26
2016-07-06,1.87,0.87,673.84,359.76
2016-07-07,1.77,0.77,634.81,359.4
2016-07-08,1.84,0.84,663.73,360.11
2016-07-09,1.81,0.81,653.11,360.57
2016-07-10,1.8,0.8,649.15,360.92
2016-07-11,1.79,0.79,646.93,361.34
2016-07-12,1.85,0.85,671.18,361.97
2016-07-13,1.82,0.82,660.82,362.17
2016-07-14,1.82,0.82,659.12,362.36
2016-07-15,1.83,0.83,664.82,362.61
2016-07-16,1.82,0.82,660.72,362.79
2016-07-17,1.86,0.86,676.19,363.51
2016-07-18,1.84,0.84,670.32,363.7
2016-07-19,1.85,0.85,672.35,364.32
2016-07-20,1.82,0.82,664.23,364.39
2016-07-21,1.83,0.83,666.31,364.6
2016-07-22,1.79,0.79,650.84,364.56
2016-07-23,1.79,0.79,653.72,364.6
2016-07-24,1.81,0.81,659.59,365.28
2016-07-25,1.79,0.79,654.17,365.58
2016-07-26,1.79,0.79,655.07,365.84
2016-07-27,1.79,0.79,655.13,366.21
2016-07-28,1.79,0.79,655.23,366.4
2016-07-29,1.79,0.79,654.83,366.61
2016-07-30,1.78,0.78,652.25,366.83
2016-07-31,1.7,0.7,621.85,366.47
2016-08-01,1.66,0.66,606.62,366.04
2016-08-02,1.41,0.41,513.32,363.2
2016-08-03,1.56,0.56,568.25,363.51
2016-08-04,1.59,0.59,578.06,364.14
2016-08-05,1.57,0.57,573.05,364.12
2016-08-06,1.61,0.61,586.27,364.21
2016-08-07,1.63,0.63,592.13,364.35
2016-08-08,1.62,0.62,588.64,364.4
2016-08-09,1.61,0.61,585.01,364.31
2016-08-10,1.62,0.62,590.36,364.2
2016-08-11,1.61,0.61,587.59,364.15
2016-08-12,1.61,0.61,587.92,364.22
2016-08-13,1.61,0.61,584.85,364.27
2016-08-14,1.57,0.57,571.24,364.21
2016-08-15,1.56,0.56,567.85,364.02
2016-08-16,1.59,0.59,580.55,364.37
2016-08-17,1.57,0.57,572.61,364.27
2016-08-18,1.57,0.57,573.35,364.31
2016-08-19,1.58,0.58,574.95,364.42
2016-08-20,1.59,0.59,581.84,365.11
2016-08-21,1.59,0.59,581.46,365.21
2016-08-22,1.61,0.61,587.36,365.37
2016-08-23,1.6,0.6,583.97,365.39
2016-08-24,1.59,0.59,579.15,365.31
2016-08-25,1.58,0.58,577.43,365.97
2016-08-26,1.58,0.58,580.11,366.11
2016-08-27,1.56,0.56,570.66,366.04
2016-08-28,1.57,0.57,574.71,366.09
2016-08-29,1.57,0.57,573.84,365.96
2016-08-30,1.58,0.58,577.0,366.21
2016-08-31,1.57,0.57,573.89,366.53
2016-09-01,1.56,0.56,572.01,366.52
2016-09-02,1.57,0.57,575.08,366.6
2016-09-03,1.63,0.63,599.81,366.96
2016-09-04,1.66,0.66,609.94,367.29
2016-09-05,1.65,0.65,606.32,367.49
2016-09-06,1.66,0.66,610.89,367.85
2016-09-07,1.67,0.67,613.45,368.11
2016-09-08,1.7,0.7,626.53,368.57
2016-09-09,1.69,0.69,623.65,368.87
2016-09-10,1.7,0.7,625.72,369.07
2016-09-11,1.64,0.64,607.05,369.13
2016-09-12,1.65,0.65,608.26,369.21
2016-09-13,1.65,0.65,609.41,369.62
2016-09-14,1.65,0.65,609.68,369.79
2016-09-15,1.64,0.64,608.18,369.9
2016-09-16,1.64,0.64,608.58,370.19
2016-09-17,1.64,0.64,606.91,370.28
2016-09-18,1.65,0.65,611.94,370.44
2016-09-19,1.64,0.64,609.17,370.53
2016-09-20,1.64,0.64,609.37,371.09
2016-09-21,1.61,0.61,597.65,371.04
2016-09-22,1.61,0.61,595.96,371.04
2016-09-23,1.63,0.63,603.32,371.18
2016-09-24,1.63,0.63,603.91,371.15
2016-09-25,1.62,0.62,600.25,371.43
2016-09-26,1.63,0.63,607.14,371.67
2016-09-27,1.63,0.63,605.26,371.86
2016-09-28,1.63,0.63,605.07,371.95
2016-09-29,1.63,0.63,605.21,372.03
2016-09-30,1.63,0.63,608.03,372.1
2016-10-01,1.65,0.65,615.44,372.28
2016-10-02,1.64,0.64,611.07,372.35
2016-10-03,1.64,0.64,612.22,372.72
2016-10-04,1.63,0.63,609.52,373.07
2016-10-05,1.64,0.64,611.76,373.25
2016-10-06,1.64,0.64,610.7,373.39
2016-10-07,1.65,0.65,616.76,373.58
2016-10-08,1.65,0.65,618.39,373.78
2016-10-09,1.65,0.65,616.15,373.87
2016-10-10,1.65,0.65,617.48,374.04
2016-10-11,1.71,0.71,641.3,374.84
2016-10-12,1.69,0.69,635.96,375.54
2016-10-13,1.69,0.69,634.89,375.74
2016-10-14,1.69,0.69,636.98,375.94
2016-10-15,1.69,0.69,637.21,376.09
2016-10-16,1.7,0.7,640.6,376.3
2016-10-17,1.69,0.69,637.23,376.9
2016-10-18,1.68,0.68,635.63,377.34
2016-10-19,1.67,0.67,629.08,377.48
2016-10-20,1.67,0.67,628.81,377.62
2016-10-21,1.67,0.67,630.32,378.08
2016-10-22,1.73,0.73,656.46,378.5
2016-10-23,1.73,0.73,653.39,378.73
2016-10-24,1.72,0.72,650.79,379.08
2016-10-25,1.72,0.72,650.96,379.49
2016-10-26,1.78,0.78,675.87,380.4
2016-10-27,1.79,0.79,682.73,381.36
2016-10-28,1.8,0.8,687.66,381.82
2016-10-29,1.87,0.87,716.35,382.74
2016-10-30,1.82,0.82,697.19,382.87
2016-10-31,1.82,0.82,699.13,383.55
2016-11-01,1.89,0.89,726.56,384.51
2016-11-02,1.9,0.9,733.24,385.18
2016-11-03,1.78,0.78,684.75,385.07
2016-11-04,1.82,0.82,701.79,385.54
2016-11-05,1.82,0.82,703.94,385.77
2016-11-06,1.84,0.84,710.1,386.08
2016-11-07,1.83,0.83,706.35,386.4
2016-11-08,1.84,0.84,711.72,387.15
2016-11-09,1.86,0.86,722.03,387.96
2016-11-10,1.84,0.84,715.74,388.37
2016-11-11,1.84,0.84,714.67,388.74
2016-11-12,1.81,0.81,703.63,388.84
2016-11-13,1.81,0.81,702.54,388.98
2016-11-14,1.81,0.81,703.9,389.31
2016-11-15,1.83,0.83,711.68,389.82
2016-11-16,1.89,0.89,740.25,391.18
2016-11-17,1.88,0.88,737.58,391.97
2016-11-18,1.9,0.9,747.53,392.73
2016-11-19,1.9,0.9,748.35,393.1
2016-11-20,1.85,0.85,728.84,393.19
2016-11-21,1.87,0.87,735.68,393.67
2016-11-22,1.9,0.9,749.72,394.44
2016-11-23,1.88,0.88,741.22,394.89
2016-11-24,1.85,0.85,734.25,396.69
2016-11-25,1.86,0.86,739.01,397.01
