date,mvrv,mvrv_minus_1,btc_price_usd,realized_price_usd
2016-11-26,1.85,0.85,734.65,397.32
2016-11-27,1.84,0.84,729.62,397.59
2016-11-28,1.84,0.84,733.23,398.04
2016-11-29,1.84,0.84,732.27,398.31
2016-11-30,1.86,0.86,742.5,398.84
2016-12-01,1.88,0.88,752.9,399.56
2016-12-02,1.93,0.93,772.09,400.65
2016-12-03,1.9,0.9,765.16,403.73
2016-12-04,1.9,0.9,767.47,404.04
2016-12-05,1.87,0.87,754.57,404.41
2016-12-06,1.88,0.88,759.06,404.78
2016-12-07,1.89,0.89,765.44,405.3
2016-12-08,1.89,0.89,768.58,406.02
2016-12-09,1.9,0.9,770.56,406.39
2016-12-10,1.9,0.9,775.26,407.09
2016-12-11,1.89,0.89,768.53,407.34
2016-12-12,1.91,0.91,777.88,407.93
2016-12-13,1.91,0.91,778.96,408.49
2016-12-14,1.9,0.9,777.16,409.0
2016-12-15,1.89,0.89,774.7,409.52
2016-12-16,1.91,0.91,782.98,410.15
2016-12-17,1.92,0.92,788.8,410.68
2016-12-18,1.91,0.91,786.85,411.24
2016-12-19,1.92,0.92,789.21,411.62
2016-12-20,1.94,0.94,799.68,412.47
2016-12-21,2.01,1.01,831.42,414.5
2016-12-22,2.06,1.06,858.48,416.46
2016-12-23,2.17,1.17,909.46,419.6
2016-12-24,2.12,1.12,893.03,420.33
2016-12-25,2.12,1.12,892.44,421.07
2016-12-26,2.12,1.12,895.84,422.0
2016-12-27,2.19,1.19,925.95,423.65
2016-12-28,2.29,1.29,975.35,426.56
2016-12-29,2.27,1.27,971.58,428.6
2016-12-30,2.23,1.23,961.24,430.15
2016-12-31,2.24,1.24,965.31,430.87
2017-01-01,2.31,1.31,998.2,432.3
2017-01-02,2.35,1.35,1020.56,434.74
2017-01-03,2.37,1.37,1035.27,437.22
2017-01-04,2.56,1.56,1135.99,442.89
2017-01-05,2.22,1.22,991.61,446.33
2017-01-06,2.0,1.0,892.13,445.01
2017-01-07,2.0,1.0,892.03,445.05
2017-01-08,2.03,1.03,904.93,445.58
2017-01-09,2.02,1.02,901.43,446.22
2017-01-10,2.03,1.03,905.93,446.75
2017-01-11,1.77,0.77,786.05,444.88
2017-01-12,1.82,0.82,811.48,444.93
2017-01-13,1.86,0.86,826.23,445.2
2017-01-14,1.84,0.84,820.18,445.15
2017-01-15,1.85,0.85,821.73,445.3
2017-01-16,1.85,0.85,826.29,445.45
2017-01-17,2.02,1.02,903.34,447.03
2017-01-18,1.96,0.96,874.55,447.21
2017-01-19,2.0,1.0,894.8,447.87
2017-01-20,1.99,0.99,893.71,448.32
2017-01-21,2.05,1.05,919.97,449.09
2017-01-22,2.04,1.04,919.65,449.83
2017-01-23,2.05,1.05,923.63,450.55
2017-01-24,1.98,0.98,892.99,451.11
2017-01-25,1.98,0.98,893.0,451.81
2017-01-26,2.03,1.03,917.48,452.76
2017-01-27,2.03,1.03,920.18,453.26
2017-01-28,2.03,1.03,919.54,453.56
2017-01-29,2.01,1.01,915.1,454.86
2017-01-30,2.02,1.02,920.54,455.31
2017-01-31,2.12,1.12,965.69,456.55
2017-02-01,2.15,1.15,983.34,457.74
2017-02-02,2.19,1.19,1003.32,459.07
2017-02-03,2.2,1.2,1015.15,460.87
2017-02-04,2.25,1.25,1037.61,461.98
2017-02-05,2.19,1.19,1015.08,462.66
2017-02-06,2.21,1.21,1024.29,463.81
2017-02-07,2.26,1.26,1054.35,465.6
2017-02-08,2.27,1.27,1057.53,466.86
2017-02-09,2.1,1.1,980.85,467.0
2017-02-10,2.13,1.13,998.24,468.49
2017-02-11,2.15,1.15,1006.59,468.83
2017-02-12,2.13,1.13,999.83,469.37
2017-02-13,2.12,1.12,995.47,470.17
2017-02-14,2.14,1.14,1010.11,471.0
2017-02-15,2.14,1.14,1009.79,471.4
2017-02-16,2.19,1.19,1033.41,472.33
2017-02-17,2.22,1.22,1051.98,474.12
2017-02-18,2.22,1.22,1053.55,474.93
2017-02-19,2.21,1.21,1049.72,475.56
2017-02-20,2.26,1.26,1078.29,476.62
2017-02-21,2.35,1.35,1123.86,478.57
2017-02-22,2.34,1.34,1123.12,480.98
2017-02-23,2.43,1.43,1173.69,483.57
2017-02-24,2.42,1.42,1177.88,487.04
2017-02-25,2.35,1.35,1148.38,487.69
2017-02-26,2.41,1.41,1175.34,488.53
2017-02-27,2.43,1.43,1190.77,490.17
2017-02-28,2.42,1.42,1187.64,491.4
2017-03-01,2.48,1.48,1224.25,493.86
2017-03-02,2.53,1.53,1254.38,496.73
2017-03-03,2.57,1.57,1283.05,500.05
2017-03-04,2.52,1.52,1264.58,501.35
2017-03-05,2.53,1.53,1274.22,502.66
2017-03-06,2.53,1.53,1279.71,504.96
2017-03-07,2.44,1.44,1233.82,505.98
2017-03-08,2.27,1.27,1148.55,506.26
2017-03-09,2.35,1.35,1194.04,507.27
2017-03-10,2.19,1.19,1110.74,507.01
2017-03-11,2.32,1.32,1180.05,508.17
2017-03-12,2.4,1.4,1224.22,509.42
2017-03-13,2.42,1.42,1241.34,513.03
2017-03-14,2.42,1.42,1243.43,514.38
2017-03-15,2.43,1.43,1253.97,516.63
2017-03-16,2.27,1.27,1172.67,517.49
2017-03-17,2.07,1.07,1066.79,516.6
2017-03-18,1.88,0.88,971.73,515.75
2017-03-19,1.98,0.98,1022.12,516.45
2017-03-20,2.03,1.03,1047.61,516.72
2017-03-21,2.16,1.16,1118.88,518.85
2017-03-22,2.01,1.01,1042.38,519.23
2017-03-23,1.99,0.99,1030.65,519.0
2017-03-24,1.81,0.81,940.07,518.37
2017-03-25,1.86,0.86,965.46,519.07
2017-03-26,1.87,0.87,970.64,519.67
2017-03-27,2.0,1.0,1043.87,521.04
2017-03-28,2.0,1.0,1044.25,521.96
2017-03-29,2.0,1.0,1043.25,522.46
2017-03-30,1.99,0.99,1038.61,523.07
2017-03-31,2.06,1.06,1079.85,525.0
2017-04-01,2.07,1.07,1086.91,525.84
2017-04-02,2.09,1.09,1098.06,526.58
2017-04-03,2.17,1.17,1148.28,528.49
2017-04-04,2.16,1.16,1141.94,529.47
2017-04-05,2.13,1.13,1130.1,530.47
2017-04-06,2.23,1.23,1186.86,532.38
2017-04-07,2.23,1.23,1192.49,534.34
2017-04-08,2.21,1.21,1182.57,534.99
2017-04-09,2.25,1.25,1203.76,536.14
2017-04-10,2.25,1.25,1208.15,537.45
2017-04-11,2.27,1.27,1221.84,538.95
2017-04-12,2.24,1.24,1212.23,540.31
2017-04-13,2.18,1.18,1176.4,540.62
2017-04-14,2.17,1.17,1177.35,541.44
2017-04-15,2.17,1.17,1177.84,541.85
2017-04-16,2.16,1.16,1171.68,542.12
2017-04-17,2.2,1.2,1194.87,543.89
2017-04-18,2.21,1.21,1204.94,545.17
2017-04-19,2.23,1.23,1216.54,546.24
2017-04-20,2.26,1.26,1237.27,547.79
2017-04-21,2.28,1.28,1253.09,548.93
2017-04-22,2.25,1.25,1238.63,549.35
2017-04-23,2.27,1.27,1248.66,550.15
2017-04-24,2.26,1.26,1249.01,551.54
2017-04-25,2.29,1.29,1268.74,553.13
2017-04-26,2.32,1.32,1287.32,554.8
2017-04-27,2.4,1.4,1338.39,557.26
2017-04-28,2.38,1.38,1335.28,560.07
2017-04-29,2.38,1.38,1333.76,561.3
2017-04-30,2.42,1.42,1360.75,563.03
2017-05-01,2.49,1.49,1413.79,567.1
2017-05-02,2.54,1.54,1451.55,570.69
2017-05-03,2.6,1.6,1493.05,574.0
2017-05-04,2.63,1.63,1524.57,579.56
2017-05-05,2.59,1.59,1510.28,583.69
2017-05-06,2.65,1.65,1552.26,586.57
2017-05-07,2.62,1.62,1542.58,588.5
2017-05-08,2.8,1.8,1666.75,595.19
2017-05-09,2.81,1.81,1684.68,600.47
2017-05-10,2.93,1.93,1777.32,606.05
2017-05-11,2.97,1.97,1822.79,613.16
2017-05-12,2.74,1.74,1686.75,615.43
2017-05-13,2.87,1.87,1777.86,618.84
2017-05-14,2.86,1.86,1777.62,620.66
2017-05-15,2.76,1.76,1719.2,623.13
2017-05-16,2.79,1.79,1743.76,625.91
2017-05-17,2.86,1.86,1806.3,631.95
2017-05-18,2.97,1.97,1886.62,636.03
2017-05-19,3.06,2.06,1963.86,642.36
2017-05-20,3.16,2.16,2045.55,647.92
2017-05-21,3.13,2.13,2045.61,652.72
2017-05-22,3.19,2.19,2119.29,664.27
2017-05-23,3.36,2.36,2275.17,677.23
2017-05-24,3.53,2.53,2438.47,690.23
2017-05-25,3.29,2.29,2306.96,702.1
2017-05-26,3.17,2.17,2248.52,708.7
2017-05-27,2.89,1.89,2052.43,709.34
2017-05-28,3.07,2.07,2189.02,713.43
2017-05-29,3.17,2.17,2278.21,718.43
2017-05-30,3.04,2.04,2192.55,721.95
2017-05-31,3.15,2.15,2303.34,730.09
2017-06-01,3.27,2.27,2412.65,738.64
2017-06-02,3.34,2.34,2492.6,745.26
2017-06-03,3.39,2.39,2545.43,751.79
2017-06-04,3.34,2.34,2524.06,756.73
2017-06-05,3.53,2.53,2704.96,766.45
2017-06-06,3.69,2.69,2870.5,777.55
2017-06-07,3.44,2.44,2691.51,781.79
2017-06-08,3.54,2.54,2798.78,790.09
2017-06-09,3.53,2.53,2811.43,797.3
2017-06-10,3.59,2.59,2900.25,807.59
2017-06-11,3.65,2.65,2973.45,815.38
2017-06-12,3.23,2.23,2656.77,823.37
2017-06-13,3.25,2.25,2712.99,833.68
2017-06-14,2.95,1.95,2467.27,836.09
2017-06-15,2.91,1.91,2442.46,838.28
2017-06-16,2.97,1.97,2508.58,843.9
2017-06-17,3.13,2.13,2655.1,847.91
2017-06-18,2.97,1.97,2539.56,854.24
2017-06-19,3.04,2.04,2616.82,861.23
2017-06-20,3.17,2.17,2754.38,869.43
2017-06-21,3.07,2.07,2677.62,873.43
2017-06-22,3.1,2.1,2722.84,879.42
2017-06-23,3.07,2.07,2710.37,883.27
2017-06-24,2.93,1.93,2590.05,884.96
2017-06-25,2.87,1.87,2541.62,886.01
2017-06-26,2.76,1.76,2446.05,886.25
2017-06-27,2.9,1.9,2583.75,890.66
2017-06-28,2.88,1.88,2577.74,894.67
2017-06-29,2.85,1.85,2558.37,898.34
2017-06-30,2.75,1.75,2480.61,902.44
2017-07-01,2.68,1.68,2424.61,903.17
2017-07-02,2.8,1.8,2536.46,906.41
2017-07-03,2.82,1.82,2572.47,911.12
2017-07-04,2.86,1.86,2617.32,914.45
2017-07-05,2.86,1.86,2627.86,919.6
2017-07-06,2.83,1.83,2614.24,922.17
2017-07-07,2.71,1.71,2513.88,925.93
2017-07-08,2.76,1.76,2564.86,928.12
2017-07-09,2.7,1.7,2511.43,928.71
2017-07-10,2.53,1.53,2344.02,927.09
2017-07-11,2.51,1.51,2324.29,927.8
2017-07-12,2.59,1.59,2403.09,929.35
2017-07-13,2.54,1.54,2362.44,930.83
2017-07-14,2.4,1.4,2234.17,930.41
2017-07-15,2.13,1.13,1975.08,926.14
2017-07-16,2.07,1.07,1914.09,923.45
2017-07-17,2.4,1.4,2233.39,930.01
2017-07-18,2.49,1.49,2320.23,933.26
2017-07-19,2.44,1.44,2282.58,935.3
2017-07-20,3.02,2.02,2866.02,950.1
2017-07-21,2.81,1.81,2675.08,953.23
2017-07-22,2.96,1.96,2836.53,959.3
2017-07-23,2.87,1.87,2756.61,962.04
2017-07-24,2.86,1.86,2763.42,966.39
2017-07-25,2.65,1.65,2582.58,974.68
2017-07-26,2.62,1.62,2559.21,977.47
2017-07-27,2.73,1.73,2691.88,986.83
2017-07-28,2.79,1.79,2806.75,1006.82
2017-07-29,2.67,1.67,2733.5,1024.31
2017-07-30,2.64,1.64,2766.49,1046.91
2017-07-31,2.67,1.67,2883.27,1077.95
2017-08-01,2.52,1.52,2746.99,1089.35
2017-08-02,2.48,1.48,2720.53,1099.16
2017-08-03,2.53,1.53,2809.99,1112.56
2017-08-04,2.53,1.53,2878.49,1135.99
2017-08-05,2.82,1.82,3262.8,1158.81
2017-08-06,2.73,1.73,3232.03,1181.77
2017-08-07,2.82,1.82,3401.91,1207.72
2017-08-08,2.79,1.79,3429.38,1228.69
2017-08-09,2.7,1.7,3348.79,1242.45
2017-08-10,2.73,1.73,3425.67,1253.85
2017-08-11,2.88,1.88,3654.37,1267.37
2017-08-12,3.01,2.01,3871.62,1285.06
2017-08-13,3.12,2.12,4062.6,1302.37
2017-08-14,3.26,2.26,4327.94,1326.31
2017-08-15,3.11,2.11,4161.66,1338.85
2017-08-16,3.24,2.24,4387.4,1355.71
2017-08-17,3.12,2.12,4278.92,1373.62
2017-08-18,2.97,1.97,4105.37,1383.69
2017-08-19,2.96,1.96,4150.45,1399.94
2017-08-20,2.87,1.87,4066.6,1416.46
2017-08-21,2.81,1.81,4005.1,1424.25
2017-08-22,2.85,1.85,4089.7,1436.64
2017-08-23,2.86,1.86,4141.09,1450.1
2017-08-24,2.96,1.96,4318.35,1460.2
2017-08-25,2.97,1.97,4364.41,1469.73
2017-08-26,2.94,1.94,4352.3,1478.13
2017-08-27,2.93,1.93,4345.75,1485.18
2017-08-28,2.93,1.93,4390.31,1495.91
2017-08-29,3.03,2.03,4597.31,1516.05
2017-08-30,3.0,2.0,4583.02,1528.07
2017-08-31,3.06,2.06,4735.11,1547.9
2017-09-01,3.14,2.14,4921.85,1567.79
2017-09-02,2.9,1.9,4573.8,1576.04
2017-09-03,2.91,1.91,4612.92,1583.48
2017-09-04,2.69,1.69,4267.45,1589.13
2017-09-05,2.76,1.76,4409.08,1597.3
2017-09-06,2.87,1.87,4618.71,1610.27
2017-09-07,2.85,1.85,4635.6,1629.15
2017-09-08,2.65,1.65,4326.45,1630.04
2017-09-09,2.65,1.65,4335.13,1632.88
2017-09-10,2.59,1.59,4245.89,1640.17
2017-09-11,2.57,1.57,4217.9,1643.29
2017-09-12,2.53,1.53,4158.92,1645.89
2017-09-13,2.36,1.36,3870.29,1641.75
2017-09-14,1.99,0.99,3243.08,1628.19
2017-09-15,2.27,1.27,3713.76,1635.8
2017-09-16,2.26,1.26,3698.92,1638.7
2017-09-17,2.25,1.25,3689.61,1639.58
2017-09-18,2.49,1.49,4100.28,1646.95
2017-09-19,2.37,1.37,3907.96,1649.16
2017-09-20,2.35,1.35,3882.16,1651.49
2017-09-21,2.19,1.19,3617.27,1650.04
2017-09-22,2.18,1.18,3600.83,1651.71
2017-09-23,2.29,1.29,3788.02,1654.83
2017-09-24,2.22,1.22,3667.52,1655.02
2017-09-25,2.35,1.35,3932.83,1673.59
2017-09-26,2.32,1.32,3892.7,1677.33
2017-09-27,2.5,1.5,4212.2,1685.94
2017-09-28,2.48,1.48,4195.65,1693.13
2017-09-29,2.46,1.46,4172.79,1697.46
2017-09-30,2.56,1.56,4360.62,1706.65
2017-10-01,2.57,1.57,4403.09,1712.05
2017-10-02,2.56,1.56,4401.32,1721.11
2017-10-03,2.5,1.5,4314.18,1726.09
2017-10-04,2.44,1.44,4218.66,1729.21
2017-10-05,2.48,1.48,4321.44,1741.28
2017-10-06,2.5,1.5,4371.94,1746.94
2017-10-07,2.53,1.53,4435.81,1752.03
2017-10-08,2.62,1.62,4611.7,1760.65
2017-10-09,2.69,1.69,4777.49,1777.68
2017-10-10,2.66,1.66,4763.36,1789.85
2017-10-11,2.68,1.68,4824.2,1796.92
2017-10-12,2.99,1.99,5432.62,1816.23
2017-10-13,3.06,2.06,5637.26,1842.17
2017-10-14,3.14,2.14,5824.71,1856.39
2017-10-15,3.05,2.05,5688.14,1867.58
2017-10-16,3.06,2.06,5759.33,1884.65
2017-10-17,2.95,1.95,5598.58,1897.28
2017-10-18,2.92,1.92,5575.83,1907.0
2017-10-19,2.96,1.96,5698.65,1924.84
2017-10-20,3.09,2.09,5993.11,1938.9
2017-10-21,3.08,2.08,6006.65,1949.66
2017-10-22,3.04,2.04,5982.86,1968.04
2017-10-23,2.95,1.95,5903.61,2004.07
2017-10-24,2.74,1.74,5513.08,2015.2
2017-10-25,2.83,1.83,5734.0,2027.13
2017-10-26,2.89,1.89,5887.61,2036.85
2017-10-27,2.82,1.82,5764.56,2046.06
2017-10-28,2.79,1.79,5726.61,2050.75
2017-10-29,2.98,1.98,6147.52,2063.7
2017-10-30,2.95,1.95,6124.28,2077.79
2017-10-31,3.08,2.08,6451.24,2094.46
2017-11-01,3.18,2.18,6737.78,2121.44
2017-11-02,3.26,2.26,7024.81,2156.08
2017-11-03,3.28,2.28,7152.12,2179.43
2017-11-04,3.35,2.35,7363.8,2198.74
2017-11-05,3.33,2.33,7389.55,2220.76
2017-11-06,3.12,2.12,6959.23,2232.79
2017-11-07,3.15,2.15,7102.75,2252.32
2017-11-08,3.28,2.28,7444.36,2272.67
2017-11-09,3.11,2.11,7129.59,2294.61
2017-11-10,2.85,1.85,6565.8,2306.22
2017-11-11,2.73,1.73,6339.86,2319.33
2017-11-12,2.49,1.49,5878.13,2361.1
2017-11-13,2.73,1.73,6522.45,2391.25
2017-11-14,2.74,1.74,6597.06,2406.07
2017-11-15,2.98,1.98,7283.22,2440.34
2017-11-16,3.16,2.16,7853.68,2482.1
2017-11-17,3.05,2.05,7699.95,2522.03
2017-11-18,3.06,2.06,7780.91,2542.2
2017-11-19,3.14,2.14,8042.64,2564.93
2017-11-20,3.17,2.17,8244.69,2597.59
2017-11-21,3.08,2.08,8099.97,2630.18
2017-11-22,3.11,2.11,8234.55,2650.16
2017-11-23,3.01,2.01,8013.41,2664.8
2017-11-24,3.04,2.04,8200.8,2699.17
2017-11-25,3.2,2.2,8754.69,2739.08
2017-11-26,3.35,2.35,9318.42,2782.83
2017-11-27,3.43,2.43,9733.2,2835.08
2017-11-28,3.42,2.42,9906.04,2899.94
2017-11-29,3.33,2.33,9837.86,2955.63
2017-11-30,3.32,2.32,9946.76,2992.32
2017-12-01,3.57,2.57,10861.47,3043.21
2017-12-02,3.54,2.54,10912.73,3084.93
2017-12-03,3.61,2.61,11246.21,3116.23
2017-12-04,3.67,2.67,11623.91,3166.39
2017-12-05,3.63,2.63,11667.13,3212.49
2017-12-06,4.15,3.15,13749.57,3315.38
2017-12-07,4.68,3.68,16850.31,3599.01
2017-12-08,4.3,3.3,16047.61,3735.13
2017-12-09,3.93,2.93,14843.42,3780.69
2017-12-10,3.92,2.92,15059.6,3839.87
2017-12-11,4.24,3.24,16732.47,3942.74
2017-12-12,4.18,3.18,17083.9,4086.26
2017-12-13,3.91,2.91,16286.82,4167.89
2017-12-14,3.89,2.89,16467.91,4231.19
2017-12-15,4.08,3.08,17604.85,4316.24
2017-12-16,4.39,3.39,19345.49,4403.77
2017-12-17,4.24,3.24,19065.71,4500.16
2017-12-18,4.15,3.15,18972.32,4571.62
2017-12-19,3.8,2.8,17523.7,4611.93
2017-12-20,3.51,2.51,16461.97,4687.87
2017-12-21,3.32,2.32,15632.12,4712.1
2017-12-22,2.9,1.9,13664.97,4716.62
2017-12-23,3.04,2.04,14396.46,4739.22
2017-12-24,2.9,1.9,13789.95,4755.99
2017-12-25,2.9,1.9,13833.49,4766.03
2017-12-26,3.27,2.27,15756.56,4822.45
2017-12-27,3.16,2.16,15416.64,4883.65
2017-12-28,2.94,1.94,14398.7,4899.22
2017-12-29,2.92,1.92,14392.57,4924.3
2017-12-30,2.54,1.54,12531.52,4937.49
2017-12-31,2.79,1.79,13850.4,4961.87
2018-01-01,2.71,1.71,13444.88,4963.3
2018-01-02,2.94,1.94,14754.13,5011.12
2018-01-03,3.01,2.01,15156.62,5042.72
2018-01-04,2.98,1.98,15180.08,5091.04
2018-01-05,3.27,2.27,16954.78,5184.35
2018-01-06,3.27,2.27,17172.3,5244.38
2018-01-07,3.06,2.06,16228.16,5310.18
2018-01-08,2.82,1.82,14976.17,5308.79
2018-01-09,2.72,1.72,14468.5,5324.05
2018-01-10,2.79,1.79,14919.49,5350.56
2018-01-11,2.49,1.49,13308.06,5353.21
2018-01-12,2.57,1.57,13841.19,5375.68
2018-01-13,2.64,1.64,14243.12,5392.36
2018-01-14,2.53,1.53,13638.63,5399.15
2018-01-15,2.52,1.52,13631.98,5402.83
2018-01-16,2.1,1.1,11282.49,5371.4
2018-01-17,2.08,1.08,11162.7,5363.32
2018-01-18,2.09,1.09,11175.52,5353.23
2018-01-19,2.15,1.15,11521.76,5355.76
2018-01-20,2.38,1.38,12783.94,5369.7
2018-01-21,2.16,1.16,11549.93,5358.14
2018-01-22,2.02,1.02,10814.52,5348.27
2018-01-23,2.03,1.03,10858.23,5337.86
2018-01-24,2.14,1.14,11429.02,5342.08
2018-01-25,2.09,1.09,11175.87,5339.9
2018-01-26,2.07,1.07,11104.2,5352.26
2018-01-27,2.14,1.14,11459.71,5358.64
2018-01-28,2.19,1.19,11767.74,5384.98
2018-01-29,2.09,1.09,11233.95,5382.6
2018-01-30,1.89,0.89,10107.26,5351.8
2018-01-31,1.91,0.91,10226.86,5347.31
2018-02-01,1.71,0.71,9114.72,5323.65
2018-02-02,1.68,0.68,8870.82,5285.15
2018-02-03,1.75,0.75,9251.27,5279.85
2018-02-04,1.56,0.56,8218.05,5278.08
2018-02-05,1.33,0.33,6937.08,5233.05
2018-02-06,1.47,0.47,7701.25,5221.33
2018-02-07,1.46,0.46,7592.72,5199.79
2018-02-08,1.59,0.59,8260.69,5194.32
2018-02-09,1.67,0.67,8696.83,5193.61
2018-02-10,1.65,0.65,8569.29,5191.42
2018-02-11,1.56,0.56,8084.61,5185.92
2018-02-12,1.72,0.72,8911.27,5192.64
2018-02-13,1.65,0.65,8544.69,5184.65
2018-02-14,1.82,0.82,9485.64,5198.07
2018-02-15,1.92,0.92,10033.75,5217.29
2018-02-16,1.95,0.95,10188.73,5226.06
2018-02-17,2.12,1.12,11097.21,5239.12
2018-02-18,1.99,0.99,10417.23,5243.04
2018-02-19,2.13,1.13,11182.28,5259.66
2018-02-20,2.13,1.13,11256.43,5278.93
2018-02-21,1.98,0.98,10481.66,5281.11
2018-02-22,1.84,0.84,9847.96,5344.18
2018-02-23,1.9,0.9,10175.51,5352.06
2018-02-24,1.82,0.82,9705.73,5346.89
2018-02-25,1.8,0.8,9610.11,5345.83
2018-02-26,1.93,0.93,10326.5,5352.82
2018-02-27,1.98,0.98,10594.76,5360.35
2018-02-28,1.93,0.93,10334.44,5368.32
2018-03-01,2.03,1.03,10929.37,5380.98
2018-03-02,2.05,1.05,11043.12,5389.76
2018-03-03,2.12,1.12,11465.36,5396.94
2018-03-04,2.13,1.13,11504.42,5408.22
2018-03-05,2.11,1.11,11440.73,5424.23
2018-03-06,1.98,0.98,10735.45,5426.07
2018-03-07,1.83,0.83,9928.56,5412.56
2018-03-08,1.73,0.73,9316.72,5399.74
2018-03-09,1.72,0.72,9252.76,5372.78
2018-03-10,1.64,0.64,8797.27,5362.98
2018-03-11,1.78,0.78,9544.84,5369.34
2018-03-12,1.7,0.7,9142.15,5363.69
2018-03-13,1.71,0.71,9160.12,5360.27
2018-03-14,1.54,0.54,8217.7,5342.97
2018-03-15,1.55,0.55,8268.41,5335.61
2018-03-16,1.55,0.55,8283.23,5328.11
2018-03-17,1.48,0.48,7883.45,5320.78
2018-03-18,1.54,0.54,8215.4,5319.25
2018-03-19,1.62,0.62,8623.14,5319.98
2018-03-20,1.68,0.68,8920.71,5320.15
2018-03-21,1.67,0.67,8911.35,5320.31
2018-03-22,1.64,0.64,8724.98,5315.46
2018-03-23,1.68,0.68,8934.8,5316.46
2018-03-24,1.61,0.61,8548.06,5316.04
2018-03-25,1.6,0.6,8472.84,5309.76
2018-03-26,1.54,0.54,8152.2,5297.45
2018-03-27,1.48,0.48,7808.48,5288.89
2018-03-28,1.51,0.51,7959.78,5282.0
2018-03-29,1.35,0.35,7106.62,5261.96
2018-03-30,1.31,0.31,6853.76,5245.29
2018-03-31,1.32,0.32,6943.77,5241.9
2018-04-01,1.31,0.31,6835.84,5234.82
2018-04-02,1.35,0.35,7074.6,5231.12
2018-04-03,1.42,0.42,7434.3,5227.99
2018-04-04,1.31,0.31,6815.5,5217.13
2018-04-05,1.3,0.3,6790.45,5209.64
2018-04-06,1.28,0.28,6634.86,5199.42
2018-04-07,1.33,0.33,6917.2,5195.93
2018-04-08,1.36,0.36,7049.92,5195.12
2018-04-09,1.31,0.31,6789.53,5186.38
2018-04-10,1.33,0.33,6871.07,5181.92
2018-04-11,1.35,0.35,6977.13,5179.62
2018-04-12,1.53,0.53,7927.73,5186.65
2018-04-13,1.52,0.52,7899.11,5190.47
2018-04-14,1.55,0.55,8022.51,5190.81
2018-04-15,1.61,0.61,8376.73,5193.7
2018-04-16,1.56,0.56,8079.77,5192.84
2018-04-17,1.53,0.53,7921.63,5190.29
2018-04-18,1.58,0.58,8189.96,5193.13
2018-04-19,1.59,0.59,8301.82,5209.93
2018-04-20,1.7,0.7,8877.08,5220.89
2018-04-21,1.71,0.71,8935.72,5227.83
2018-04-22,1.69,0.69,8823.36,5230.56
2018-04-23,1.71,0.71,8968.25,5237.77
2018-04-24,1.84,0.84,9655.77,5253.29
2018-04-25,1.69,0.69,8873.62,5251.18
2018-04-26,1.76,0.76,9282.12,5267.29
2018-04-27,1.7,0.7,8938.47,5264.52
2018-04-28,1.77,0.77,9351.47,5269.3
2018-04-29,1.78,0.78,9407.04,5271.71
2018-04-30,1.75,0.75,9248.45,5275.67
2018-05-01,1.72,0.72,9077.28,5276.46
2018-05-02,1.75,0.75,9232.19,5288.52
2018-05-03,1.84,0.84,9745.04,5296.49
2018-05-04,1.83,0.83,9699.61,5302.98
2018-05-05,1.86,0.86,9845.9,5307.53
2018-05-06,1.82,0.82,9644.92,5308.73
2018-05-07,1.77,0.77,9377.81,5308.99
2018-05-08,1.73,0.73,9196.13,5307.84
2018-05-09,1.75,0.75,9321.16,5313.75
2018-05-10,1.7,0.7,9032.22,5314.58
2018-05-11,1.59,0.59,8421.0,5306.97
2018-05-12,1.6,0.6,8486.67,5306.63
2018-05-13,1.64,0.64,8709.46,5307.3
2018-05-14,1.63,0.63,8672.9,5335.2
2018-05-15,1.59,0.59,8480.16,5334.52
2018-05-16,1.57,0.57,8344.78,5328.55
2018-05-17,1.51,0.51,8071.04,5346.83
2018-05-18,1.54,0.54,8247.91,5343.66
2018-05-19,1.54,0.54,8249.24,5344.99
2018-05-20,1.6,0.6,8533.0,5346.95
2018-05-21,1.57,0.57,8419.65,5348.48
2018-05-22,1.5,0.5,7992.75,5343.21
2018-05-23,1.41,0.41,7505.77,5335.68
2018-05-24,1.42,0.42,7584.74,5336.16
2018-05-25,1.4,0.4,7475.36,5331.47
2018-05-26,1.38,0.38,7355.06,5328.75
2018-05-27,1.38,0.38,7362.23,5326.53
2018-05-28,1.34,0.34,7118.88,5317.75
2018-05-29,1.41,0.41,7474.75,5316.02
2018-05-30,1.39,0.39,7393.02,5313.79
2018-05-31,1.41,0.41,7502.15,5311.0
2018-06-01,1.42,0.42,7530.55,5308.57
2018-06-02,1.44,0.44,7643.26,5308.8
2018-06-03,1.45,0.45,7719.75,5309.88
2018-06-04,1.41,0.41,7503.2,5306.54
2018-06-05,1.44,0.44,7629.4,5303.88
2018-06-06,1.44,0.44,7661.79,5303.25
2018-06-07,1.45,0.45,7700.11,5302.3
2018-06-08,1.44,0.44,7627.52,5299.1
2018-06-09,1.42,0.42,7513.69,5296.61
2018-06-10,1.28,0.28,6773.72,5282.84
2018-06-11,1.31,0.31,6887.37,5274.26
2018-06-12,1.25,0.25,6556.94,5263.79
2018-06-13,1.2,0.2,6310.43,5246.39
2018-06-14,1.27,0.27,6643.26,5243.6
2018-06-15,1.22,0.22,6396.71,5236.31
2018-06-16,1.24,0.24,6503.1,5234.87
2018-06-17,1.23,0.23,6457.78,5231.95
2018-06-18,1.28,0.28,6714.82,5229.91
2018-06-19,1.29,0.29,6741.28,5227.43
